Experiment_#,[L2M]_0,[D]_0,[L]_0,T_finish,T1/2,Reaction_Extent,Product_Yield,Side_Product_Yield/%
843,5.0000e+00,1.5000e+01,7.5000e+00,2.8639e+03,2.0163e+02,9.9970e+01,9.7900e+01,2.0000e+00
844,5.0000e+00,1.5000e+01,1.0000e+01,3.6260e+03,2.6416e+02,9.9950e+01,9.7900e+01,2.0000e+00
845,5.0000e+00,1.5000e+01,1.2500e+01,4.3591e+03,3.2672e+02,9.9940e+01,9.7900e+01,2.0000e+00
846,5.0000e+00,1.5000e+01,1.5000e+01,5.0689e+03,3.8928e+02,9.9930e+01,9.7900e+01,2.0000e+00
847,5.0000e+00,1.5000e+01,1.7500e+01,5.7590e+03,4.5185e+02,9.9920e+01,9.7900e+01,2.0000e+00
848,5.0000e+00,1.5000e+01,2.0000e+01,6.4323e+03,5.1441e+02,9.9900e+01,9.7900e+01,2.0000e+00
849,5.0000e+00,1.5000e+01,2.2500e+01,7.0909e+03,5.7699e+02,9.9890e+01,9.7900e+01,2.0000e+00
850,5.0000e+00,1.7500e+01,0.0000e+00,2.9590e+02,1.8350e+01,1.0000e+02,9.4000e+01,1.6000e+00
851,5.0000e+00,1.7500e+01,2.5000e+00,1.0367e+03,6.7180e+01,9.9990e+01,9.7900e+01,1.6000e+00
852,5.0000e+00,1.7500e+01,5.0000e+00,1.7518e+03,1.1997e+02,9.9980e+01,9.8100e+01,1.6000e+00
853,5.0000e+00,1.7500e+01,7.5000e+00,2.4233e+03,1.7290e+02,9.9970e+01,9.8200e+01,1.6000e+00
854,5.0000e+00,1.7500e+01,1.0000e+01,3.0643e+03,2.2586e+02,9.9960e+01,9.8200e+01,1.6000e+00
855,5.0000e+00,1.7500e+01,1.2500e+01,3.6822e+03,2.7885e+02,9.9950e+01,9.8200e+01,1.6000e+00
856,5.0000e+00,1.7500e+01,1.5000e+01,4.2814e+03,3.3183e+02,9.9940e+01,9.8200e+01,1.6000e+00
857,5.0000e+00,1.7500e+01,1.7500e+01,4.8649e+03,3.8482e+02,9.9930e+01,9.8200e+01,1.6000e+00
858,5.0000e+00,1.7500e+01,2.0000e+01,5.4349e+03,4.3782e+02,9.9920e+01,9.8200e+01,1.6000e+00
859,5.0000e+00,1.7500e+01,2.2500e+01,5.9930e+03,4.9082e+02,9.9910e+01,9.8200e+01,1.6000e+00
860,5.0000e+00,2.0000e+01,0.0000e+00,2.8343e+02,1.7750e+01,1.0000e+02,9.4300e+01,1.4000e+00
861,5.0000e+00,2.0000e+01,2.5000e+00,9.1651e+02,6.0110e+01,9.9990e+01,9.8200e+01,1.4000e+00
862,5.0000e+00,2.0000e+01,5.0000e+00,1.5320e+03,1.0589e+02,9.9990e+01,9.8400e+01,1.4000e+00
863,5.0000e+00,2.0000e+01,7.5000e+00,2.1115e+03,1.5180e+02,9.9980e+01,9.8400e+01,1.4000e+00
864,5.0000e+00,2.0000e+01,1.0000e+01,2.6660e+03,1.9773e+02,9.9970e+01,9.8500e+01,1.4000e+00
865,5.0000e+00,2.0000e+01,1.2500e+01,3.2012e+03,2.4368e+02,9.9960e+01,9.8500e+01,1.4000e+00
866,5.0000e+00,2.0000e+01,1.5000e+01,3.7209e+03,2.8964e+02,9.9950e+01,9.8500e+01,1.4000e+00
867,5.0000e+00,2.0000e+01,1.7500e+01,4.2276e+03,3.3560e+02,9.9940e+01,9.8500e+01,1.4000e+00
868,5.0000e+00,2.0000e+01,2.0000e+01,4.7230e+03,3.8156e+02,9.9940e+01,9.8500e+01,1.4000e+00
869,5.0000e+00,2.0000e+01,2.2500e+01,5.2085e+03,4.2752e+02,9.9930e+01,9.8500e+01,1.4000e+00
870,5.0000e+00,2.2500e+01,0.0000e+00,2.7433e+02,1.7290e+01,1.0000e+02,9.4400e+01,1.2000e+00
871,5.0000e+00,2.2500e+01,2.5000e+00,8.2742e+02,5.4700e+01,1.0000e+02,9.8400e+01,1.2000e+00
872,5.0000e+00,2.2500e+01,5.0000e+00,1.3683e+03,9.5110e+01,9.9990e+01,9.8500e+01,1.2000e+00
873,5.0000e+00,2.2500e+01,7.5000e+00,1.8789e+03,1.3564e+02,9.9980e+01,9.8600e+01,1.2000e+00
874,5.0000e+00,2.2500e+01,1.0000e+01,2.3682e+03,1.7620e+02,9.9970e+01,9.8600e+01,1.2000e+00
875,5.0000e+00,2.2500e+01,1.2500e+01,2.8411e+03,2.1676e+02,9.9970e+01,9.8600e+01,1.2000e+00
876,5.0000e+00,2.2500e+01,1.5000e+01,3.3008e+03,2.5734e+02,9.9960e+01,9.8700e+01,1.2000e+00
877,5.0000e+00,2.2500e+01,1.7500e+01,3.7492e+03,2.9791e+02,9.9950e+01,9.8700e+01,1.2000e+00
878,5.0000e+00,2.2500e+01,2.0000e+01,4.1881e+03,3.3849e+02,9.9950e+01,9.8700e+01,1.2000e+00
879,5.0000e+00,2.2500e+01,2.2500e+01,4.6185e+03,3.7907e+02,9.9940e+01,9.8700e+01,1.2000e+00
880,5.0000e+00,2.5000e+01,0.0000e+00,2.6741e+02,1.6930e+01,1.0000e+02,9.4600e+01,1.1000e+00
881,5.0000e+00,2.5000e+01,2.5000e+00,7.5868e+02,5.0420e+01,1.0000e+02,9.8500e+01,1.1000e+00
882,5.0000e+00,2.5000e+01,5.0000e+00,1.2415e+03,8.6600e+01,9.9990e+01,9.8700e+01,1.1000e+00
883,5.0000e+00,2.5000e+01,7.5000e+00,1.6984e+03,1.2287e+02,9.9980e+01,9.8700e+01,1.1000e+00
884,5.0000e+00,2.5000e+01,1.0000e+01,2.1368e+03,1.5918e+02,9.9980e+01,9.8800e+01,1.1000e+00
885,5.0000e+00,2.5000e+01,1.2500e+01,2.5609e+03,1.9549e+02,9.9970e+01,9.8800e+01,1.1000e+00
886,5.0000e+00,2.5000e+01,1.5000e+01,2.9735e+03,2.3181e+02,9.9970e+01,9.8800e+01,1.1000e+00
887,5.0000e+00,2.5000e+01,1.7500e+01,3.3764e+03,2.6813e+02,9.9960e+01,9.8800e+01,1.1000e+00
888,5.0000e+00,2.5000e+01,2.0000e+01,3.7708e+03,3.0445e+02,9.9950e+01,9.8800e+01,1.1000e+00
889,5.0000e+00,2.5000e+01,2.2500e+01,4.1579e+03,3.4078e+02,9.9950e+01,9.8800e+01,1.1000e+00
890,5.0000e+00,2.7500e+01,0.0000e+00,2.6195e+02,1.6640e+01,1.0000e+02,9.4700e+01,9.0000e-01
891,5.0000e+00,2.7500e+01,2.5000e+00,7.0399e+02,4.6950e+01,1.0000e+02,9.8600e+01,1.0000e+00
892,5.0000e+00,2.7500e+01,5.0000e+00,1.1404e+03,7.9700e+01,9.9990e+01,9.8800e+01,1.0000e+00
893,5.0000e+00,2.7500e+01,7.5000e+00,1.5541e+03,1.1253e+02,9.9990e+01,9.8900e+01,1.0000e+00
894,5.0000e+00,2.7500e+01,1.0000e+01,1.9515e+03,1.4539e+02,9.9980e+01,9.8900e+01,1.0000e+00
895,5.0000e+00,2.7500e+01,1.2500e+01,2.3364e+03,1.7825e+02,9.9980e+01,9.8900e+01,1.0000e+00
896,5.0000e+00,2.7500e+01,1.5000e+01,2.7111e+03,2.1113e+02,9.9970e+01,9.8900e+01,1.0000e+00
897,5.0000e+00,2.7500e+01,1.7500e+01,3.0772e+03,2.4400e+02,9.9960e+01,9.8900e+01,1.0000e+00
898,5.0000e+00,2.7500e+01,2.0000e+01,3.4358e+03,2.7688e+02,9.9960e+01,9.8900e+01,1.0000e+00
899,5.0000e+00,2.7500e+01,2.2500e+01,3.7879e+03,3.0975e+02,9.9950e+01,9.8900e+01,1.0000e+00
900,5.5000e+00,5.5000e+00,0.0000e+00,1.1257e+03,3.2210e+01,9.9980e+01,8.5900e+01,9.9000e+00
901,5.5000e+00,5.5000e+00,2.5000e+00,6.9060e+03,2.2263e+02,9.9800e+01,8.9200e+01,1.0200e+01
902,5.5000e+00,5.5000e+00,5.0000e+00,1.1551e+04,4.2941e+02,9.9610e+01,8.9200e+01,1.0200e+01
903,5.5000e+00,5.5000e+00,7.5000e+00,1.4400e+04,6.3680e+02,9.9260e+01,8.9000e+01,1.0100e+01
904,5.5000e+00,5.5000e+00,1.0000e+01,1.4400e+04,8.4434e+02,9.8330e+01,8.8400e+01,9.8000e+00
905,5.5000e+00,5.5000e+00,1.2500e+01,1.4400e+04,1.0519e+03,9.7200e+01,8.7600e+01,9.5000e+00
906,5.5000e+00,5.5000e+00,1.5000e+01,1.4400e+04,1.2596e+03,9.5980e+01,8.6700e+01,9.2000e+00
907,5.5000e+00,5.5000e+00,1.7500e+01,1.4400e+04,1.4672e+03,9.4720e+01,8.5800e+01,8.9000e+00
908,5.5000e+00,5.5000e+00,2.0000e+01,1.4400e+04,1.6749e+03,9.3450e+01,8.4800e+01,8.6000e+00
909,5.5000e+00,5.5000e+00,2.2500e+01,1.4400e+04,1.8825e+03,9.2190e+01,8.3800e+01,8.3000e+00
910,5.5000e+00,8.2500e+00,0.0000e+00,5.1565e+02,2.4970e+01,1.0000e+02,9.1400e+01,4.4000e+00
911,5.5000e+00,8.2500e+00,2.5000e+00,2.8274e+03,1.3951e+02,9.9960e+01,9.5000e+01,4.6000e+00
912,5.5000e+00,8.2500e+00,5.0000e+00,4.9340e+03,2.6386e+02,9.9930e+01,9.5100e+01,4.6000e+00
913,5.5000e+00,8.2500e+00,7.5000e+00,6.8538e+03,3.8858e+02,9.9890e+01,9.5200e+01,4.6000e+00
914,5.5000e+00,8.2500e+00,1.0000e+01,8.6482e+03,5.1338e+02,9.9850e+01,9.5200e+01,4.6000e+00
915,5.5000e+00,8.2500e+00,1.2500e+01,1.0348e+04,6.3823e+02,9.9810e+01,9.5200e+01,4.6000e+00
916,5.5000e+00,8.2500e+00,1.5000e+01,1.1973e+04,7.6309e+02,9.9780e+01,9.5100e+01,4.6000e+00
917,5.5000e+00,8.2500e+00,1.7500e+01,1.3536e+04,8.8797e+02,9.9740e+01,9.5100e+01,4.6000e+00
918,5.5000e+00,8.2500e+00,2.0000e+01,1.4400e+04,1.0129e+03,9.9630e+01,9.5000e+01,4.6000e+00
919,5.5000e+00,8.2500e+00,2.2500e+01,1.4400e+04,1.1377e+03,9.9380e+01,9.4800e+01,4.5000e+00
920,5.5000e+00,1.1000e+01,0.0000e+00,3.9213e+02,2.1820e+01,1.0000e+02,9.2900e+01,2.9000e+00
921,5.5000e+00,1.1000e+01,2.5000e+00,1.8302e+03,1.0380e+02,9.9980e+01,9.6600e+01,3.0000e+00
922,5.5000e+00,1.1000e+01,5.0000e+00,3.1810e+03,1.9278e+02,9.9960e+01,9.6800e+01,3.0000e+00
923,5.5000e+00,1.1000e+01,7.5000e+00,4.4315e+03,2.8202e+02,9.9940e+01,9.6800e+01,3.0000e+00
924,5.5000e+00,1.1000e+01,1.0000e+01,5.6138e+03,3.7132e+02,9.9920e+01,9.6800e+01,3.0000e+00
925,5.5000e+00,1.1000e+01,1.2500e+01,6.7446e+03,4.6065e+02,9.9900e+01,9.6800e+01,3.0000e+00
926,5.5000e+00,1.1000e+01,1.5000e+01,7.8340e+03,5.5000e+02,9.9880e+01,9.6800e+01,3.0000e+00
927,5.5000e+00,1.1000e+01,1.7500e+01,8.8889e+03,6.3935e+02,9.9860e+01,9.6800e+01,3.0000e+00
928,5.5000e+00,1.1000e+01,2.0000e+01,9.9141e+03,7.2871e+02,9.9840e+01,9.6800e+01,3.0000e+00
929,5.5000e+00,1.1000e+01,2.2500e+01,1.0913e+04,8.1807e+02,9.9820e+01,9.6800e+01,3.0000e+00
930,5.5000e+00,1.3750e+01,0.0000e+00,3.4079e+02,2.0050e+01,1.0000e+02,9.3700e+01,2.2000e+00
931,5.5000e+00,1.3750e+01,2.5000e+00,1.3898e+03,8.3920e+01,9.9990e+01,9.7300e+01,2.2000e+00
932,5.5000e+00,1.3750e+01,5.0000e+00,2.3914e+03,1.5320e+02,9.9980e+01,9.7500e+01,2.2000e+00
933,5.5000e+00,1.3750e+01,7.5000e+00,3.3258e+03,2.2270e+02,9.9960e+01,9.7600e+01,2.2000e+00
934,5.5000e+00,1.3750e+01,1.0000e+01,4.2142e+03,2.9224e+02,9.9950e+01,9.7600e+01,2.3000e+00
935,5.5000e+00,1.3750e+01,1.2500e+01,5.0675e+03,3.6180e+02,9.9940e+01,9.7600e+01,2.3000e+00
936,5.5000e+00,1.3750e+01,1.5000e+01,5.8927e+03,4.3138e+02,9.9920e+01,9.7600e+01,2.3000e+00
937,5.5000e+00,1.3750e+01,1.7500e+01,6.6943e+03,5.0096e+02,9.9910e+01,9.7600e+01,2.3000e+00
938,5.5000e+00,1.3750e+01,2.0000e+01,7.4756e+03,5.7055e+02,9.9890e+01,9.7600e+01,2.2000e+00
939,5.5000e+00,1.3750e+01,2.2500e+01,8.2392e+03,6.4014e+02,9.9880e+01,9.7600e+01,2.2000e+00
940,5.5000e+00,1.6500e+01,0.0000e+00,3.1278e+02,1.8930e+01,1.0000e+02,9.4100e+01,1.7000e+00
941,5.5000e+00,1.6500e+01,2.5000e+00,1.1408e+03,7.1230e+01,9.9990e+01,9.7800e+01,1.8000e+00
942,5.5000e+00,1.6500e+01,5.0000e+00,1.9402e+03,1.2798e+02,9.9980e+01,9.8000e+01,1.8000e+00
943,5.5000e+00,1.6500e+01,7.5000e+00,2.6898e+03,1.8488e+02,9.9970e+01,9.8000e+01,1.8000e+00
944,5.5000e+00,1.6500e+01,1.0000e+01,3.4049e+03,2.4183e+02,9.9960e+01,9.8100e+01,1.8000e+00
945,5.5000e+00,1.6500e+01,1.2500e+01,4.0937e+03,2.9880e+02,9.9950e+01,9.8100e+01,1.8000e+00
946,5.5000e+00,1.6500e+01,1.5000e+01,4.7612e+03,3.5578e+02,9.9940e+01,9.8100e+01,1.8000e+00
947,5.5000e+00,1.6500e+01,1.7500e+01,5.4110e+03,4.1276e+02,9.9930e+01,9.8100e+01,1.8000e+00
948,5.5000e+00,1.6500e+01,2.0000e+01,6.0454e+03,4.6974e+02,9.9920e+01,9.8100e+01,1.8000e+00
949,5.5000e+00,1.6500e+01,2.2500e+01,6.6664e+03,5.2673e+02,9.9910e+01,9.8100e+01,1.8000e+00
950,5.5000e+00,1.9250e+01,0.0000e+00,2.9517e+02,1.8150e+01,1.0000e+02,9.4400e+01,1.4000e+00
951,5.5000e+00,1.9250e+01,2.5000e+00,9.8018e+02,6.2450e+01,9.9990e+01,9.8100e+01,1.5000e+00
952,5.5000e+00,1.9250e+01,5.0000e+00,1.6472e+03,1.1049e+02,9.9990e+01,9.8300e+01,1.5000e+00
953,5.5000e+00,1.9250e+01,7.5000e+00,2.2750e+03,1.5867e+02,9.9980e+01,9.8300e+01,1.5000e+00
954,5.5000e+00,1.9250e+01,1.0000e+01,2.8754e+03,2.0689e+02,9.9970e+01,9.8400e+01,1.5000e+00
955,5.5000e+00,1.9250e+01,1.2500e+01,3.4548e+03,2.5513e+02,9.9960e+01,9.8400e+01,1.5000e+00
956,5.5000e+00,1.9250e+01,1.5000e+01,4.0172e+03,3.0337e+02,9.9950e+01,9.8400e+01,1.5000e+00
957,5.5000e+00,1.9250e+01,1.7500e+01,4.5654e+03,3.5162e+02,9.9950e+01,9.8400e+01,1.5000e+00
958,5.5000e+00,1.9250e+01,2.0000e+01,5.1013e+03,3.9987e+02,9.9940e+01,9.8400e+01,1.5000e+00
959,5.5000e+00,1.9250e+01,2.2500e+01,5.6264e+03,4.4812e+02,9.9930e+01,9.8400e+01,1.5000e+00
960,5.5000e+00,2.2000e+01,0.0000e+00,2.8308e+02,1.7580e+01,1.0000e+02,9.4600e+01,1.2000e+00
961,5.5000e+00,2.2000e+01,2.5000e+00,8.6780e+02,5.6000e+01,1.0000e+02,9.8300e+01,1.3000e+00
962,5.5000e+00,2.2000e+01,5.0000e+00,1.4411e+03,9.7650e+01,9.9990e+01,9.8500e+01,1.3000e+00
963,5.5000e+00,2.2000e+01,7.5000e+00,1.9823e+03,1.3943e+02,9.9980e+01,9.8600e+01,1.3000e+00
964,5.5000e+00,2.2000e+01,1.0000e+01,2.5009e+03,1.8124e+02,9.9980e+01,9.8600e+01,1.3000e+00
965,5.5000e+00,2.2000e+01,1.2500e+01,3.0021e+03,2.2307e+02,9.9970e+01,9.8600e+01,1.3000e+00
966,5.5000e+00,2.2000e+01,1.5000e+01,3.4892e+03,2.6489e+02,9.9960e+01,9.8600e+01,1.3000e+00
967,5.5000e+00,2.2000e+01,1.7500e+01,3.9644e+03,3.0674e+02,9.9960e+01,9.8600e+01,1.3000e+00
968,5.5000e+00,2.2000e+01,2.0000e+01,4.4294e+03,3.4857e+02,9.9950e+01,9.8600e+01,1.3000e+00
969,5.5000e+00,2.2000e+01,2.2500e+01,4.8855e+03,3.9041e+02,9.9940e+01,9.8600e+01,1.3000e+00
970,5.5000e+00,2.4750e+01,0.0000e+00,2.7426e+02,1.7140e+01,1.0000e+02,9.4700e+01,1.1000e+00
971,5.5000e+00,2.4750e+01,2.5000e+00,7.8465e+02,5.1060e+01,1.0000e+02,9.8500e+01,1.1000e+00
972,5.5000e+00,2.4750e+01,5.0000e+00,1.2880e+03,8.7830e+01,9.9990e+01,9.8700e+01,1.1000e+00
973,5.5000e+00,2.4750e+01,7.5000e+00,1.7643e+03,1.2471e+02,9.9990e+01,9.8700e+01,1.1000e+00
974,5.5000e+00,2.4750e+01,1.0000e+01,2.2214e+03,1.6161e+02,9.9980e+01,9.8700e+01,1.1000e+00
975,5.5000e+00,2.4750e+01,1.2500e+01,2.6638e+03,1.9853e+02,9.9970e+01,9.8800e+01,1.1000e+00
976,5.5000e+00,2.4750e+01,1.5000e+01,3.0941e+03,2.3546e+02,9.9970e+01,9.8800e+01,1.1000e+00
977,5.5000e+00,2.4750e+01,1.7500e+01,3.5143e+03,2.7239e+02,9.9960e+01,9.8800e+01,1.1000e+00
978,5.5000e+00,2.4750e+01,2.0000e+01,3.9258e+03,3.0932e+02,9.9960e+01,9.8800e+01,1.1000e+00
979,5.5000e+00,2.4750e+01,2.2500e+01,4.3296e+03,3.4625e+02,9.9950e+01,9.8800e+01,1.1000e+00
980,5.5000e+00,2.7500e+01,0.0000e+00,2.6756e+02,1.6800e+01,1.0000e+02,9.4900e+01,1.0000e+00
981,5.5000e+00,2.7500e+01,2.5000e+00,7.2058e+02,4.7160e+01,1.0000e+02,9.8600e+01,1.0000e+00
982,5.5000e+00,2.7500e+01,5.0000e+00,1.1696e+03,8.0070e+01,9.9990e+01,9.8800e+01,1.0000e+00
983,5.5000e+00,2.7500e+01,7.5000e+00,1.5954e+03,1.1307e+02,9.9990e+01,9.8800e+01,1.0000e+00
984,5.5000e+00,2.7500e+01,1.0000e+01,2.0046e+03,1.4611e+02,9.9980e+01,9.8900e+01,1.0000e+00
985,5.5000e+00,2.7500e+01,1.2500e+01,2.4010e+03,1.7915e+02,9.9980e+01,9.8900e+01,1.0000e+00
986,5.5000e+00,2.7500e+01,1.5000e+01,2.7869e+03,2.1220e+02,9.9970e+01,9.8900e+01,1.0000e+00
987,5.5000e+00,2.7500e+01,1.7500e+01,3.1640e+03,2.4525e+02,9.9970e+01,9.8900e+01,1.0000e+00
988,5.5000e+00,2.7500e+01,2.0000e+01,3.5335e+03,2.7830e+02,9.9960e+01,9.8900e+01,1.0000e+00
989,5.5000e+00,2.7500e+01,2.2500e+01,3.8963e+03,3.1136e+02,9.9960e+01,9.8900e+01,1.0000e+00
990,5.5000e+00,3.0250e+01,0.0000e+00,2.6228e+02,1.6520e+01,1.0000e+02,9.5000e+01,9.0000e-01
991,5.5000e+00,3.0250e+01,2.5000e+00,6.6966e+02,4.3990e+01,1.0000e+02,9.8700e+01,9.0000e-01
992,5.5000e+00,3.0250e+01,5.0000e+00,1.0752e+03,7.3780e+01,9.9990e+01,9.8900e+01,9.0000e-01
993,5.5000e+00,3.0250e+01,7.5000e+00,1.4605e+03,1.0365e+02,9.9990e+01,9.8900e+01,9.0000e-01
994,5.5000e+00,3.0250e+01,1.0000e+01,1.8312e+03,1.3355e+02,9.9980e+01,9.9000e+01,9.0000e-01
995,5.5000e+00,3.0250e+01,1.2500e+01,2.1907e+03,1.6345e+02,9.9980e+01,9.9000e+01,9.0000e-01
996,5.5000e+00,3.0250e+01,1.5000e+01,2.5408e+03,1.9336e+02,9.9980e+01,9.9000e+01,9.0000e-01
997,5.5000e+00,3.0250e+01,1.7500e+01,2.8832e+03,2.2327e+02,9.9970e+01,9.9000e+01,9.0000e-01
998,5.5000e+00,3.0250e+01,2.0000e+01,3.2189e+03,2.5319e+02,9.9970e+01,9.9000e+01,9.0000e-01
999,5.5000e+00,3.0250e+01,2.2500e+01,3.5486e+03,2.8310e+02,9.9960e+01,9.9000e+01,9.0000e-01
